Year,Month,Anomaly,Year_num
1879,11,-0.294,1879.8333333333333
1879,12,-0.542,1879.9166666666667
1880,1,-0.419,1880
1880,2,-0.388,1880.0833333333333
1880,3,-0.179,1880.1666666666667
1880,4,-0.29,1880.25
1880,5,-0.238,1880.3333333333333
1880,6,-0.289,1880.4166666666667
1880,7,-0.279,1880.5
1880,8,-0.127,1880.5833333333333
1880,9,-0.3,1880.6666666666667
1880,10,-0.396,1880.75
1880,11,-0.245,1880.8333333333333
1880,12,-0.336,1880.9166666666667
1881,1,-0.231,1881
1881,2,-0.23,1881.0833333333333
1881,3,-0.217,1881.1666666666667
1881,4,-0.075,1881.25
1881,5,-0.114,1881.3333333333333
1881,6,-0.388,1881.4166666666667
1881,7,-0.23,1881.5
1881,8,-0.127,1881.5833333333333
1881,9,-0.273,1881.6666666666667
1881,10,-0.263,1881.75
1881,11,-0.38,1881.8333333333333
1881,12,-0.232,1881.9166666666667
1882,1,0.032,1882
1882,2,-0.042,1882.0833333333333
1882,3,-0.15,1882.1666666666667
1882,4,-0.365,1882.25
1882,5,-0.405,1882.3333333333333
1882,6,-0.398,1882.4166666666667
1882,7,-0.303,1882.5
1882,8,-0.193,1882.5833333333333
1882,9,-0.156,1882.6666666666667
1882,10,-0.404,1882.75
1882,11,-0.401,1882.8333333333333
1882,12,-0.678,1882.9166666666667
1883,1,-0.494,1883
1883,2,-0.46,1883.0833333333333
1883,3,-0.232,1883.1666666666667
1883,4,-0.418,1883.25
1883,5,-0.297,1883.3333333333333
1883,6,-0.206,1883.4166666666667
1883,7,-0.261,1883.5
1883,8,-0.284,1883.5833333333333
1883,9,-0.304,1883.6666666666667
1883,10,-0.331,1883.75
1883,11,-0.466,1883.8333333333333
1883,12,-0.355,1883.9166666666667
1884,1,-0.382,1884
1884,2,-0.265,1884.0833333333333
1884,3,-0.572,1884.1666666666667
1884,4,-0.64,1884.25
1884,5,-0.574,1884.3333333333333
1884,6,-0.519,1884.4166666666667
1884,7,-0.572,1884.5
1884,8,-0.454,1884.5833333333333
1884,9,-0.489,1884.6666666666667
1884,10,-0.457,1884.75
1884,11,-0.642,1884.8333333333333
1884,12,-0.487,1884.9166666666667
1885,1,-0.698,1885
1885,2,-0.49,1885.0833333333333
1885,3,-0.501,1885.1666666666667
1885,4,-0.646,1885.25
1885,5,-0.616,1885.3333333333333
1885,6,-0.648,1885.4166666666667
1885,7,-0.395,1885.5
1885,8,-0.451,1885.5833333333333
1885,9,-0.36,1885.6666666666667
1885,10,-0.333,1885.75
1885,11,-0.448,1885.8333333333333
1885,12,-0.223,1885.9166666666667
1886,1,-0.574,1886
1886,2,-0.622,1886.0833333333333
1886,3,-0.572,1886.1666666666667
1886,4,-0.476,1886.25
1886,5,-0.303,1886.3333333333333
1886,6,-0.508,1886.4166666666667
1886,7,-0.305,1886.5
1886,8,-0.344,1886.5833333333333
1886,9,-0.417,1886.6666666666667
1886,10,-0.386,1886.75
1886,11,-0.519,1886.8333333333333
1886,12,-0.426,1886.9166666666667
1887,1,-0.859,1887
1887,2,-0.746,1887.0833333333333
